term_ID,HPO_term_name,phecode,phecode_string
5085,Limited knee flexion/extension,741,Symptoms and disorders of the joints
5086,Knee osteoarthritis,740.1,Osteoarthritis; localized
5089,Abnormal metaphyseal trabeculation,"",
5090,Lateral femoral bowing,736.4,Genu valgum or varum (acquired)
5092,Streaky metaphyseal sclerosis,"",
5096,Distal femoral bowing,736.4,Genu valgum or varum (acquired)
5099,Severe hydrops fetalis,656.7,Conditions involving the integument and temperature regulation of fetus and newborn
5100,Premature birth following premature rupture of fetal membranes,636.2,Early onset of delivery
5101,High-frequency hearing impairment,389,Hearing loss
5102,Cochlear degeneration,386.3,Labyrinthitis
5103,Calcification of the auricular cartilage,742.8,Articular cartilage disorder
5104,Hypoplastic nasal septum,"",
5105,Abnormal nasal morphology,"",
5106,Abnormality of the vertebral endplates,"",
5107,Abnormality of the sacrum,"",
5108,Abnormality of the intervertebral disk,"",
5110,Atrial fibrillation,427.21,Atrial fibrillation
5111,Dilatation of the ascending aorta,442.1,Aortic aneurysm
5115,Supraventricular arrhythmia,427,Cardiac dysrhythmias
5116,Arterial tortuosity,447.1,Stricture of artery
5117,Elevated diastolic blood pressure,402,Elevated blood pressure reading without diagnosis of hypertension
5121,Posterior scalloping of vertebral bodies,"",
5129,Congenital hypertrophy of left ventricle,416,Cardiomegaly
5130,Restrictive heart failure,428.1,Congestive heart failure (CHF) NOS
5132,Pericardial constriction,420.22,Chronic pericarditis
5133,Right ventricular dilatation,416,Cardiomegaly
5135,Abnormal T-wave,426.7,Abnormal electrocardiogram [ECG] [EKG]
5136,Mitral annular calcification,395.1,Nonrheumatic mitral valve disorders
5141,Episodes of ventricular tachycardia,427.12,Paroxysmal ventricular tachycardia
5144,Left ventricular septal hypertrophy,425.11,Hypertrophic obstructive cardiomyopathy
5147,Bidirectional ventricular ectopy,427.6,Premature beats
5148,Pulmonary valve defects,395.4,Nonrheumatic pulmonary valve disorders
5150,Abnormal atrioventricular conduction,426.4,Anomalous atrioventricular excitation
5151,Preductal coarctation of the aorta,747.13,Congenital anomalies of great vessels
5152,Histiocytoid cardiomyopathy,425,Cardiomyopathy
5155,Ventricular escape rhythm,427.6,Premature beats
5156,Hypoplastic left atrium,"",
5157,Concentric hypertrophic cardiomyopathy,425,Cardiomyopathy
5160,Total anomalous pulmonary venous return,747.13,Congenital anomalies of great vessels
5162,Left ventricular failure,428.2,Heart failure NOS
5165,Shortened PR interval,426.8,Other cardiac conduction disorders
5168,Elevated right atrial pressure,429.3,Symptoms involving cardiovascular system
5170,Complete heart block with broad QRS complexes,426,Cardiac conduction disorders
5172,Left posterior fascicular block,426.32,Left bundle branch block
5173,Calcific aortic valve stenosis,394.1,Mitral valve stenosis and aortic valve stenosis
5177,Premature arteriosclerosis,414.2,ASCVD
5180,Tricuspid regurgitation,395.3,Nonrheumatic tricuspid valve disorders
5181,Premature coronary artery atherosclerosis,411.4,Coronary atherosclerosis
5182,Bicuspid pulmonary valve,747.12,Valvular heart disease/ heart chambers
5183,Pericardial lymphangiectasia,450,Noninfectious disorders of lymphatic channels
5184,Prolonged QTc interval,426.8,Other cardiac conduction disorders
5186,Synovial hypertrophy,727,"Other disorders of synovium, tendon, and bursa"
5194,Flattened metatarsal heads,755.1,Congenital deformities of feet
5197,Generalized morning stiffness,741.2,Stiffness of joint
5198,Stiff interphalangeal joints,741.2,Stiffness of joint
5199,Aplasia of the abdominal wall musculature,756.1,Congenital anomalies of abdominal wall; diaphram
5200,Retroperitoneal fibrosis,586.4,Stricture/obstruction of ureter
5201,Anomalous splenoportal venous system,"",
5203,Spontaneous esophageal perforation,530,Diseases of esophagus
5206,Pancreatic pseudocyst,577.3,Cyst and pseudocyst of pancreas
5208,Secretory diarrhea,557,Intestinal malabsorption (non-celiac)
5211,Midgut malrotation,750.21,Congenital anomalies of intestine
5212,Anal mucosal leukoplakia,565,Anal and rectal conditions
5213,Pancreatic calcification,577,Diseases of pancreas
5214,Intestinal obstruction,560,Intestinal obstruction without mention of hernia
5216,Chewing difficulties,"",
5217,Duplication of internal organs,"",
5218,Anoperineal fistula,617,"Disorders secondary to childbirth, surgery, trauma"
5219,Absence of intrinsic factor,286.5,Hemorrhagic disorder due to intrinsic circulating anticoagulants
5222,Bowel diverticulosis,562.1,Diverticulosis
5224,Rectal abscess,565,Anal and rectal conditions
5225,Intestinal edema,579,Other symptoms involving abdomen and pelvis
5227,Adenomatous colonic polyposis,208,Benign neoplasm of colon
5229,Jejunoileal ulceration,556.1,Ulceration of intestine
5235,Jejunal atresia,750.21,Congenital anomalies of intestine
5236,Chronic calcifying pancreatitis,577.2,Chronic pancreatitis
5242,Extrahepatic biliary duct atresia,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
5243,Partial abdominal muscle agenesis,756.1,Congenital anomalies of abdominal wall; diaphram
5244,Gastrointestinal infarctions,441.1,Acute vascular insufficiency of intestine
5247,Hypoplasia of the abdominal wall musculature,756.1,Congenital anomalies of abdominal wall; diaphram
5253,Increased anterioposterior diameter of thorax,"",
5254,Unilateral chest hypoplasia,"",
5255,Absence of pectoralis minor muscle,"",
5257,Thoracic hypoplasia,756.2,Pectus and other congenital anomalies of ribs/sternum
5258,Pectoral muscle hypoplasia/aplasia,"",
5259,Abnormal facility in opposing the shoulders,756.2,Pectus and other congenital anomalies of ribs/sternum
5261,Joint hemorrhage,741.5,Hemarthrosis
5263,Gastritis,535,Gastritis and duodenitis
5264,Abnormality of the gallbladder,"",
5267,Premature delivery because of cervical insufficiency or membrane fragility,636.2,Early onset of delivery
5268,Spontaneous abortion,634,Miscarriage; stillbirth
5272,Prominent nasolabial fold,"",
5273,Absent nasal septal cartilage,"",
5274,Prominent nasal tip,"",
5275,Cartilaginous ossification of nose,"",
5278,Hypoplastic nasal tip,"",
5280,Depressed nasal bridge,"",
5281,Hypoplastic nasal bridge,"",
5285,Absent nasal bridge,"",
5288,Abnormality of the nares,"",
5292,Intimal thickening in the coronary arteries,440,Atherosclerosis
5293,Venous insufficiency,456,Chronic venous insufficiency [CVI]
5294,Arterial dissection,442.4,Arterial dissection
5297,Premature occlusive vascular stenosis,443.9,"Peripheral vascular disease, unspecified"
5298,Atrioventricular canal defect with right ventricle aorta and pulmonary atresia,747.13,Congenital anomalies of great vessels
5299,Premature peripheral vascular disease,443.9,"Peripheral vascular disease, unspecified"
5301,Persistent left superior vena cava,747.13,Congenital anomalies of great vessels
5302,Carotid artery tortuosity,"",
5303,Aortic arch calcification,440.9,Atherosclerosis of aorta
5304,Hypoplastic pulmonary veins,"",
5305,Cerebral venous thrombosis,433.2,Occlusion of cerebral arteries
5306,Capillary hemangiomas,228,"Hemangioma and lymphangioma, any site"
5307,Postural hypotension with compensatory tachycardia,458.1,Orthostatic hypotension
5308,Pulmonary artery vasoconstriction,"",
5309,Peripheral vascular insufficiency,443.9,"Peripheral vascular disease, unspecified"
5310,Large vessel vasculitis,446,Polyarteritis nodosa and allied conditions
5311,Agenesis of pulmonary vessels,"",
5312,Pulmonary aterial intimal fibrosis,504.1,Idiopathic fibrosing alveolitis
5316,Peripheral pulmonary vessel aplasia,"",
5317,Increased pulmonary vascular resistance,415.2,Chronic pulmonary heart disease
5318,Cerebral vasculitis,433,Cerebrovascular disease
5321,Mandibulofacial dysostosis,749.2,Congenital anomalies of skull and face bones
5325,Extension of hair growth on temples to lateral eyebrow,"",
5326,Hypoplastic philtrum,"",
5327,Loss of facial expression,"",
5328,Progeroid facial appearance,"",
5329,Fixed facial expression,"",
5332,Recurrent mandibular subluxations,830,Dislocation
5335,Sleepy facial expression,"",
5336,Forehead hyperpigmentation,694.2,Other dyschromia
5338,Sparse lateral eyebrow,"",
5339,Abnormality of complement system,279,Disorders involving the immune mechanism
5341,Autonomic bladder dysfunction,596.5,Functional disorders of bladder
5343,Hypoplasia of the bladder,"",
5344,Abnormal carotid artery morphology,"",
5346,Abnormal facial expression,"",
5347,Cartilaginous trachea,748,"Anomalies of respiratory system, congenital"
5348,Inspiratory stridor,479,Other upper respiratory disease
5349,Hypoplasia of the epiglottis,"",
5352,Severe T-cell immunodeficiency,279.1,Immunity deficiency
5353,Susceptibility to herpesvirus,054,Herpes simplex
5354,Lack of T cell function,279.1,Immunity deficiency
5356,Decreased serum complement factor I,279.8,Other specified disorders involving the immune mechanism
5357,Defective B cell differentiation,"",
5359,Aplasia of the thymus,759.1,"Anomalies of endocrine glands, congenital"
5360,Susceptibility to chickenpox,079.1,Varicella infection
5364,Severe viral infections,079,Viral infection
5365,Severe B lymphocytopenia,288.1,Decreased white blood cell count
5366,Recurrent streptococcus pneumoniae infections,480.11,Pneumococcal pneumonia
5369,Decreased serum complement factor H,279.8,Other specified disorders involving the immune mechanism
5372,Abnormality of B cell physiology,"",
5374,Cellular immunodeficiency,279.1,Immunity deficiency
5376,Recurrent Haemophilus influenzae infections,480.1,Bacterial pneumonia
5379,Severe T lymphocytopenia,288.1,Decreased white blood cell count
5381,Recurrent meningococcal disease,041,Bacterial infection NOS
5384,Defective B cell activation,"",
5386,Recurrent protozoan infections,131,Protozoan infection
5387,Combined immunodeficiency,279.1,Immunity deficiency
5389,Depletion of components of the alternative complement pathway,279.8,Other specified disorders involving the immune mechanism
5390,Recurrent opportunistic infections,"",
5400,Reduction of neutrophil motility,"",
5401,Recurrent candida infections,112,Candidiasis
5403,Decrease in T cell count,288.1,Decreased white blood cell count
5404,Increase in B cell count,288,Diseases of white blood cells
5406,Recurrent bacterial skin infections,686,Other local infections of skin and subcutaneous tissue
5407,Decreased proportion of CD4-positive T cells,288.1,Decreased white blood cell count
5409,Markedly reduced T cell function,279.1,Immunity deficiency
5415,Decreased proportion of CD8-positive T cells,288.1,Decreased white blood cell count
5416,Decreased serum complement factor B,279.8,Other specified disorders involving the immune mechanism
5419,Decreased T cell activation,279.1,Immunity deficiency
5420,Recurrent gram-negative bacterial infections,038.1,Gram negative septicemia
5421,Decreased serum complement C3,279.8,Other specified disorders involving the immune mechanism
5422,Absence of CD8-positive T cells,279.1,Immunity deficiency
5423,Dysfunctional alternative complement pathway,279.8,Other specified disorders involving the immune mechanism
5424,Absent specific antibody response,"",
5425,Recurrent sinopulmonary infections,465,Acute upper respiratory infections of multiple or unspecified sites
5428,Severe recurrent varicella,079.1,Varicella infection
5429,Recurrent systemic pyogenic infections,994.2,Sepsis
5430,Recurrent Neisserial infections,090.2,Gonococcal infections
5435,Impaired T cell function,279.1,Immunity deficiency
5437,Recurrent infections in infancy and early childhood,"",
5441,Sclerotic cranial sutures,749.2,Congenital anomalies of skull and face bones
5442,Widely patent coronal suture,749.2,Congenital anomalies of skull and face bones
5445,Widened posterior fossa,"",
5446,Obtuse angle of mandible,526.3,Anomalies of jaw size/symmetry
5449,Bridged sella turcica,"",
5450,Calvarial osteosclerosis,756.5,Congenital osteodystrophies
5451,Decreased cranial base ossification,"",
5453,Absent/hypoplastic paranasal sinuses,"",
5458,Premature closure of fontanelles,"",
5461,Craniofacial disproportion,749.2,Congenital anomalies of skull and face bones
5462,Calcification of falx cerebri,348.9,"Other conditions of brain, NOS"
5463,Elongated sella turcica,"",
5464,Craniofacial osteosclerosis,756.5,Congenital osteodystrophies
5465,Facial hyperostosis,749.2,Congenital anomalies of skull and face bones
5466,Hypoplasia of the frontal bone,"",
5469,Flat occiput,"",
5472,Orbital craniosynostosis,749.2,Congenital anomalies of skull and face bones
5473,Fusion of middle ear ossicles,"",
5474,Decreased calvarial ossification,"",
5476,Widely patent sagittal suture,749.2,Congenital anomalies of skull and face bones
5477,Progressive sclerosis of skull base,"",
5478,Prominent frontal sinuses,"",
5479,IgE deficiency,279.11,Deficiency of humoral immunity
5484,Postnatal microcephaly,752.2,Other specified congenital anomalies of nervous system
5487,Prominent metopic ridge,"",
5490,Postnatal macrocephaly,749.2,Congenital anomalies of skull and face bones
5495,Metopic suture patent to nasal root,"",
5498,Midline skin dimples over anterior/posterior fontanelles,"",
5502,Increased red cell osmotic fragility,"",
5505,Refractory anemia,200,Myeloproliferative disease
5506,Chronic myelogenous leukemia,204.22,"Myeloid leukemia, chronic"
5508,Monoclonal immunoglobulin M proteinemia,270.35,Macroglobulinemia
5511,Heinz body anemia,282.8,Other hemoglobinopathies
5513,Increased megakaryocyte count,"",
5517,T-cell lymphoma/leukemia,204,Leukemia
5518,Increased mean corpuscular volume,289,Other diseases of blood and blood-forming organs
5521,Disseminated intravascular coagulation,286.6,Defibrination syndrome
5523,Lymphoproliferative disorder,200,Myeloproliferative disease
5524,Macrocytic hemolytic disease,283,Acquired hemolytic anemias
5525,Spontaneous hemolytic crises,"",
5526,Lymphoid leukemia,204.1,Lymphoid leukemia
5528,Bone marrow hypocellularity,284,Aplastic anemia
5531,Biphenotypic acute leukaemia,204,Leukemia
5532,Macrocytic dyserythropoietic anemia,281.9,Deficiency anemias
5535,Exercise-induced hemolysis,285.8,Hemoglobinuria
5537,Decreased mean platelet volume,"",
5541,Congenital agranulocytosis,288.11,Neutropenia
5542,Prolonged whole-blood clotting time,286.9,Abnormal coagulation profile
5543,Reduced protein C activity,286.81,Primary hypercoagulable state
5546,Increased red cell osmotic resistance,"",
5547,Myeloproliferative disorder,200,Myeloproliferative disease
5548,Megakaryocytopenia,"",
5549,Congenital neutropenia,288.11,Neutropenia
5550,Chronic lymphatic leukemia,204.12,"Lymphoid leukemia, chronic"
5560,Imbalanced hemoglobin synthesis,282.8,Other hemoglobinopathies
5561,Abnormality of bone marrow cell morphology,"",
5562,Multiple renal cysts,586.2,"Cyst of kidney, acquired"
5563,Decreased numbers of nephrons,"",
5564,Absence of renal corticomedullary differentiation,"",
5565,Reduced renal corticomedullary differentiation,"",
5567,Renal magnesium wasting,588,Disorders resulting from impaired renal function
5571,Increased renal tubular phosphate reabsorption,"",
5572,Decreased renal tubular phosphate excretion,"",
5574,Non-acidotic proximal tubulopathy,"",
5575,Hemolytic-uremic syndrome,283.21,Hemolytic-uremic syndrome
5576,Tubulointerstitial fibrosis,580.4,"Renal sclerosis, NOS"
5579,Impaired reabsorption of chloride,"",
5580,Duplication of renal pelvis,751.2,Congenital anomalies of urinary system
5583,Tubular basement membrane disintegration,"",
5584,Renal cell carcinoma,189.1,Cancer of kidney and renal pelvis
5585,Spotty hyperpigmentation,694.2,Other dyschromia
5586,Hyperpigmentation in sun-exposed areas,694.2,Other dyschromia
5587,Profuse pigmented skin lesions,694.2,Other dyschromia
5588,Patchy palmoplantar keratoderma,691,Congenital anomalies of skin
5590,Spotty hypopigmentation,694,Dyschromia and Vitiligo
5592,Giant melanosomes in melanocytes,"",
5595,Generalized hyperkeratosis,691,Congenital anomalies of skin
5598,Facial telangiectasia in butterfly midface distribution,448,Disease of capillaries
5599,Hypopigmentation of hair,"",
5600,Congenital giant melanocytic nevus,216,Benign neoplasm of skin
5602,Progressive vitiligo,694.1,Vitiligo
5603,Numerous congenital melanocytic nevi,216,Benign neoplasm of skin
5605,Large cafe-au-lait macules with irregular margins,694.2,Other dyschromia
5607,Abnormal tracheobronchial morphology,"",
5608,Bilobate gallbladder,"",
5609,Gallbladder dysfunction,"",
5613,Aplasia/hypoplasia of the femur,"",
5616,Accelerated skeletal maturation,"",
5617,Bilateral camptodactyly,755.3,Congenital anomaly of fingers/toes
5619,Thoracolumbar kyphosis,737.1,Kyphosis (acquired)
5622,Broad long bones,"",
5623,Absent ossification of calvaria,"",
5625,Osteoporosis of vertebrae,743.1,Osteoporosis
5627,Type D brachydactyly,755.3,Congenital anomaly of fingers/toes
5632,Absent forearm,"",
5639,Hyperextensible hand joints,728.2,Laxity of ligament or hypermobility syndrome
5640,Abnormal vertebral segmentation and fusion,"",
5645,Intervertebral disk calcification,722.9,Other and unspecified disc disorder
5655,Multiple digital exostoses,726.4,Calcaneal spur; Exostosis NOS
5656,Positional foot deformity,755.1,Congenital deformities of feet
5659,Thoracic kyphoscoliosis,737.3,Kyphoscoliosis and scoliosis
5661,Salmonella osteomyelitis,710.1,Osteomyelitis
5671,Bilateral intracranial calcifications,348.9,"Other conditions of brain, NOS"
5684,Distal arthrogryposis,"",
5686,Patchy osteosclerosis,756.5,Congenital osteodystrophies
5688,Dysplastic distal thumb phalanges with a central hole,755.3,Congenital anomaly of fingers/toes
5692,Joint hyperflexibility,742.9,Other derangement of joint
5701,Multiple enchondromatosis,"",
5707,Bilateral triphalangeal thumbs,755.3,Congenital anomaly of fingers/toes
5709,2-3 toe cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes
5716,Lethal skeletal dysplasia,756,Other congenital musculoskeletal anomalies
5731,Cortical irregularity,"",
5733,Spinal stenosis with reduced interpedicular distance,720,Spinal stenosis
5736,Short tibia,"",
5743,Avascular necrosis of the capital femoral epiphysis,733.4,Aseptic necrosis of bone
5744,Generalized osteoporosis with pathologic fractures,743,"Osteoporosis, osteopenia and pathological fracture"
5745,Congenital foot contractures,"",
5750,Contractures of the joints of the lower limbs,739,Contracture of joint
5756,Neonatal epiphyseal stippling,756.5,Congenital osteodystrophies
5758,Basilar impression,"",
5764,Polyarticular arthritis,714,Rheumatoid arthritis and other inflammatory polyarthropathies
5766,Disproportionate shortening of the tibia,"",
5768,2-4 toe cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes
5769,Fifth finger distal phalanx clinodactyly,755.3,Congenital anomaly of fingers/toes
5775,Multiple skeletal anomalies,"",
5780,Absent fourth finger distal interphalangeal crease,755.3,Congenital anomaly of fingers/toes
5781,Contractures of the large joints,739,Contracture of joint
5789,Generalized osteosclerosis,756.5,Congenital osteodystrophies
5791,Cortical thickening of long bone diaphyses,"",
5792,Short humerus,"",
5807,Absent distal phalanges,755.3,Congenital anomaly of fingers/toes
5815,Supernumerary ribs,756.2,Pectus and other congenital anomalies of ribs/sternum
5817,Postaxial polysyndactyly of foot,755.3,Congenital anomaly of fingers/toes
5819,Short middle phalanx of finger,755.3,Congenital anomaly of fingers/toes
5830,Flexion contracture of toe,739,Contracture of joint
5831,Type B brachydactyly,755.3,Congenital anomaly of fingers/toes
5833,Joint swelling onset late infancy,741.4,Joint effusions
5841,Calcific stippling of infantile cartilaginous skeleton,756.5,Congenital osteodystrophies
5855,Multiple prenatal fractures,"",
5863,Type E brachydactyly,755.3,Congenital anomaly of fingers/toes
5864,Pseudoarthrosis,733.8,Malunion and nonunion of fracture
5866,Opposable triphalangeal thumb,755.3,Congenital anomaly of fingers/toes
5867,Fused fourth and fifth metacarpals,755.3,Congenital anomaly of fingers/toes
5871,Metaphyseal chondrodysplasia,"",
5872,Brachytelomesophalangy,"",
5873,Polysyndactyly of hallux,755.3,Congenital anomaly of fingers/toes
5876,Progressive flexion contractures,739,Contracture of joint
5877,Multiple small vertebral fractures,743.21,Pathologic fracture of vertebrae
5879,Congenital finger flexion contractures,755.3,Congenital anomaly of fingers/toes
5880,Metacarpophalangeal synostosis,756.5,Congenital osteodystrophies
5886,Aphalangy of the hands,755.3,Congenital anomaly of fingers/toes
5890,Hyperostosis cranialis interna,733,Other disorders of bone and cartilage
5895,Radial deviation of thumb terminal phalanx,755.3,Congenital anomaly of fingers/toes
5897,Severe generalized osteoporosis,743.1,Osteoporosis
5900,Fifth metacarpal with ulnar notch,755.3,Congenital anomaly of fingers/toes
5905,Abnormal cervical curvature,737,Curvature of spine
5912,Biliary atresia,750.22,"Congenital anomaly of gallbladder, bile ducts, liver, pancreas"
5914,Aplasia/Hypoplasia involving the metacarpal bones,755.3,Congenital anomaly of fingers/toes
5917,Supernumerary metacarpal bones,755.3,Congenital anomaly of fingers/toes
5921,Abnormal ossification of hand bones,"",
5930,Abnormality of epiphysis morphology,"",
5938,Abnormal respiratory motile cilium morphology,"",
5941,Intermittent hyperpnea at rest,513.4,Hyperventilation
5942,Desquamative interstitial pneumonitis,504.1,Idiopathic fibrosing alveolitis
5943,Respiratory arrest,509.5,Respiratory arrest
5944,Bilateral lung agenesis,"",
5946,Ventilator dependence with inability to wean,"",
5947,Decreased sensitivity to hypoxemia,"",
5949,Apneic episodes in infancy,513.31,Apnea
5950,Laryngeal web,748,"Anomalies of respiratory system, congenital"
5951,Progressive inspiratory stridor,479,Other upper respiratory disease
5952,Decreased pulmonary function,512.9,Other dyspnea
5954,Pulmonary capillary hemangiomatosis,228,"Hemangioma and lymphangioma, any site"
5957,Breathing dysregulation,513,Respiratory abnormalities
5959,Impaired gluconeogenesis,"",
5961,Hypoargininemia,"",
5964,Intermittent hypothermia,780,Hypothermia/Chills
5967,Mixed respiratory and metabolic acidosis,276.41,Acidosis
5968,Temperature instability,783,Fever of unknown origin
5972,Respiratory acidosis,276.41,Acidosis
5973,Fructose intolerance,271.9,Other disorders of carbohydrate transport and metabolism
5974,Episodic ketoacidosis,276.41,Acidosis
5976,Hyperkalemic metabolic acidosis,276.41,Acidosis
5977,Hypochloremic metabolic alkalosis,276.42,Alkalosis
5978,Type II diabetes mellitus,250.2,Type 2 diabetes
5979,Metabolic ketoacidosis,276.41,Acidosis
5982,Reduced phenylalanine hydroxylase activity,"",
5984,Elevated maternal serum alpha-fetoprotein,"",
5987,Multinodular goiter,241.2,Nontoxic multinodular goiter
5988,Congenital muscular torticollis,723.1,Torticollis
5989,Redundant neck skin,"",
5990,Thyroid hypoplasia,244.5,Congenital hypothyroidism
5991,Limited neck flexion,"",
5994,Nodular goiter,241,Nontoxic nodular goiter
5995,Decreased adipose tissue around neck,"",
5997,Restricted neck movement due to contractures,723.1,Torticollis
5999,Ureteral atresia,751.2,Congenital anomalies of urinary system
6000,Ureteral obstruction,586.4,Stricture/obstruction of ureter
6006,Hypotrophy of the small hand muscles,"",
6009,Broad phalanx,"",
6011,Cuboidal metacarpal,755.3,Congenital anomaly of fingers/toes
6012,Widened metacarpal shaft,755.3,Congenital anomaly of fingers/toes
6014,Abnormally shaped carpal bones,755.3,Congenital anomaly of fingers/toes
6016,Delayed phalangeal epiphyseal ossification,"",
6028,Metaphyseal cupping of metacarpals,755.3,Congenital anomaly of fingers/toes
6035,Cone-shaped epiphyses of phalanges 2 to 5,755.3,Congenital anomaly of fingers/toes
6040,Long second metacarpal,"",
6042,Y-shaped metacarpals,755.3,Congenital anomaly of fingers/toes
6048,Distal widening of metacarpals,755.3,Congenital anomaly of fingers/toes
6060,Tombstone-shaped proximal phalanges,"",
6064,Limited interphalangeal movement,741.2,Stiffness of joint
6067,Multiple carpal ossification centers,"",
6069,Severe carpal ossification delay,"",
6077,Absent proximal finger flexion creases,755.3,Congenital anomaly of fingers/toes
6086,Thin metacarpal cortices,755.3,Congenital anomaly of fingers/toes
6088,1-5 finger complete cutaneous syndactyly,755.3,Congenital anomaly of fingers/toes
6089,Palmar hyperhidrosis,705.8,Hyperhidrosis
6092,Malaligned carpal bone,755.3,Congenital anomaly of fingers/toes
6094,Finger joint hypermobility,728.2,Laxity of ligament or hypermobility syndrome
6095,Wide tufts of distal phalanges,"",
6097,3-4 finger syndactyly,755.3,Congenital anomaly of fingers/toes
6099,Metacarpophalangeal joint hyperextensibility,728.2,Laxity of ligament or hypermobility syndrome
6101,Finger syndactyly,755.3,Congenital anomaly of fingers/toes
6107,Fingerpad telangiectases,448,Disease of capillaries
6109,Absent phalangeal crease,"",
6110,Shortening of all middle phalanges of the fingers,755.3,Congenital anomaly of fingers/toes
6112,Expanded phalanges with widened medullary cavities,"",
6114,Multiple palmar creases,"",
6118,Shortening of all distal phalanges of the fingers,755.3,Congenital anomaly of fingers/toes
6119,Proximal tapering of metacarpals,755.3,Congenital anomaly of fingers/toes
6121,Acral ulceration leading to autoamputation of digits,"",
6127,Long proximal phalanx of finger,"",
6129,Drumstick terminal phalanges,"",
6140,Premature fusion of phalangeal epiphyses,"",
6143,Abnormal finger flexion creases,755.3,Congenital anomaly of fingers/toes
6144,Shortening of all proximal phalanges of the fingers,755.3,Congenital anomaly of fingers/toes
6145,Central Y-shaped metacarpal,755.3,Congenital anomaly of fingers/toes
6146,Broad metacarpal epiphyses,755.3,Congenital anomaly of fingers/toes
6147,Progressive fusion 2nd-5th pip joints,"",
6149,Increased laxity of fingers,728.2,Laxity of ligament or hypermobility syndrome
6150,Swan neck-like deformities of the fingers,755.3,Congenital anomaly of fingers/toes
6152,Proximal symphalangism of hands,755.3,Congenital anomaly of fingers/toes
6155,Long phalanx of finger,"",
6158,Finger joint hyperextensibility,728.2,Laxity of ligament or hypermobility syndrome
6159,Mesoaxial hand polydactyly,755.3,Congenital anomaly of fingers/toes
6160,Irregular metacarpals,755.3,Congenital anomaly of fingers/toes
6161,Short metacarpals with rounded proximal ends,755.3,Congenital anomaly of fingers/toes
6162,Soft tissue swelling of interphalangeal joints,741.4,Joint effusions
6163,Enlarged metacarpophalangeal joints,755.3,Congenital anomaly of fingers/toes
6165,Proportionate shortening of all digits,"",
6172,"Flattened, squared-off epiphyses of tubular bones","",
6174,Metacarpal diaphyseal endosteal sclerosis,"",
6176,Two carpal ossification centers present at birth,"",
6179,Pseudoepiphyses of second metacarpal,755.3,Congenital anomaly of fingers/toes
6180,Crowded carpal bones,755.3,Congenital anomaly of fingers/toes
6184,Decreased palmar creases,"",
6185,Enlarged proximal interphalangeal joints,"",
6187,Fusion of midphalangeal joints,"",
6190,Radially deviated wrists,736.1,Acquired deformities of forearm
6191,Deep palmar crease,"",
6193,Thimble-shaped middle phalanges of hand,755.3,Congenital anomaly of fingers/toes
6200,Widened distal phalanges,755.3,Congenital anomaly of fingers/toes
6201,Hypermobility of distal interphalangeal joints,728.2,Laxity of ligament or hypermobility syndrome
6203,Decreased movement range in interphalangeal joints,741.2,Stiffness of joint
6206,Hypersegmentation of proximal phalanx of second finger,755.3,Congenital anomaly of fingers/toes
6207,Partial fusion of carpals,"",
6208,Metaphyseal cupping of proximal phalanges,"",
6213,Thin proximal phalanges with broad epiphyses of the hand,"",
6216,Single interphalangeal crease of fifth finger,755.3,Congenital anomaly of fingers/toes
6217,Limited mobility of proximal interphalangeal joint,741.2,Stiffness of joint
6224,Tapering pointed ends of distal finger phalanges,755.3,Congenital anomaly of fingers/toes
6228,Valgus hand deformity,755.3,Congenital anomaly of fingers/toes
6232,Expanded metacarpals with widened medullary cavities,755.3,Congenital anomaly of fingers/toes
6234,Osteolysis involving tarsal bones,733,Other disorders of bone and cartilage
6236,Slender metacarpals,"",
6237,Prominent interphalangeal joints,"",
6243,Phalangeal dislocation,830,Dislocation
6247,Enlarged interphalangeal joints,"",
6248,Limited wrist movement,741.2,Stiffness of joint
6251,Limited wrist extension,741.2,Stiffness of joint
6252,Interphalangeal joint erosions,"",
6253,Swelling of proximal interphalangeal joints,741.4,Joint effusions
6254,Elevated alpha-fetoprotein,790,Nonspecific findings on examination of blood
6262,Aplasia/Hypoplasia of the 5th finger,755.3,Congenital anomaly of fingers/toes
6266,Small placenta,"",
6267,Large placenta,"",
6268,Fluctuating splenomegaly,579.2,Splenomegaly
6270,Hypoplastic spleen,759,Other and unspecified congenital anomalies
6274,Reduced pancreatic beta cells,"",
6276,Hyperechogenic pancreas,577,Diseases of pancreas
6277,Pancreatic hyperplasia,251.1,Hypoglycemia
6279,Beta-cell dysfunction,"",
6280,Chronic pancreatitis,577.2,Chronic pancreatitis
6285,Hypomineralization of enamel,521.2,"Dental abrasion, erosion and attrition"
6286,Yellow-brown discoloration of the teeth,"",
6288,Advanced eruption of teeth,520.2,Disturbances in tooth eruption
6297,Hypoplasia of dental enamel,520.1,Hereditary disturbances in tooth structure
6298,Prolonged bleeding after dental extraction,287,Purpura and other hemorrhagic conditions
6302,Dagger-shaped pulp calcifications,"",
6308,Atrophy of alveolar ridges,"",
6311,Generalized microdontia,520.1,Hereditary disturbances in tooth structure
6315,Single median maxillary incisor,520.2,Disturbances in tooth eruption
6316,Irregularly spaced teeth,524.3,Anomalies of tooth position/malocclusion
